"materialEntity_fk"	"assertionValue"	"assertionUnit"	"assertionType"	"assertionBy"
"P50.2AS"	258	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P50.2AS_pure"	20	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P50.2BL"	56	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P50.2BL_pure"	15	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P50.2BS"	2136	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P50.2BS_pure"	121	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P51.1AL"	21	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P51.1AL_pure"	4	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P51.1AS"	53	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P51.1AS_pure"	35	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P51.1BL"	86	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P51.1BL_pure"	3	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P51.1BS"	292	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P51.1BS_pure"	38	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P51.2AL"	81	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P51.2AL_pure"	20	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P51.2AS"	139	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P51.2AS_pure"	57	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P51.2BL"	605	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P51.2BL_pure"	2	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P51.2BS"	405	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P51.2BS_pure"	38	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P52.1AS"	23	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P52.1AS_pure"	21	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P52.2AL"	162	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P52.2AL_pure"	22	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P52.2AS"	53	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P52.2AS_pure"	18	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P54.1AL"	19	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P54.1AL_pure"	27	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P54.1AS"	29	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P54.1AS_pure"	29	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P54.1BL"	75	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P54.1BL_pure"	11	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P54.1BS"	136	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P54.1BS_pure"	32	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P54.2AS"	9	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P55.2BS"	31	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P57.1AL"	8	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P57.1AL_pure"	10	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P57.1AS"	59	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P57.1AS_pure"	48	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P57.2AL"	123	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P57.2AL_pure"	10	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P57.2AS"	15	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P57.2AS_pure"	17	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P58.1AS"	8	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P58.1AS_pure"	7	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P58.1BL"	21	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P58.1BS"	37	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P58.1BS_pure"	25	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P58.2AL"	204	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P58.2AL_pure"	3	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P58.2AS"	17	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P58.2AS_pure"	3	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P58.2BL"	61	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P58.2BL_pure"	14	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P58.2BS"	104	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P58.2BS_pure"	38	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P59.1AS"	9	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P59.1AS_pure"	2	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P59.1BS"	4	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P59.1BS_pure"	2	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P59.2AS"	31	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P59.2AS_pure"	8	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P59.2BL"	25	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P59.2BL_pure"	8	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P59.2BS"	100	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P59.2BS_pure"	11	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P6.1AS"	34	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P6.2AL"	9	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P6.2AS"	9	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P60.1AL"	45	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P60.1AL_pure"	8	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P60.1AS"	120	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P60.1AS_pure"	42	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P60.1BL"	51	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P60.1BL_pure"	7	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P60.1BS"	52	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P60.1BS_pure"	31	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P60.2AL"	19	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P60.2AL_pure"	24	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P60.2AS"	186	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P60.2AS_pure"	52	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P60.2BL"	4	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P60.2BL_pure"	10	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P60.2BS"	98	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P60.2BS_pure"	33	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P61.1BL"	29	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P61.1BL_pure"	7	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P61.1BS"	35	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P61.1BS_pure"	37	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P63.2AL"	5	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P63.2AL_pure"	5	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P63.2AS"	9	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P63.2AS_pure"	8	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P64.1AL"	374	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P64.1AL_pure"	48	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P64.1AS"	781	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P64.1AS_pure"	40	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P64.1BL"	326	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P64.1BL_pure"	45	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P64.1BS"	364	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P64.1BS_pure"	51	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P64.2AL"	63	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P64.2AL_pure"	16	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P64.2AS"	300	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P64.2AS_pure"	44	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P64.2BL"	44	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P64.2BS"	635	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P65.1AS"	56	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P65.1AS_pure"	43	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P65.1BS"	106	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P65.1BS_pure"	61	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P65.2AL"	22	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P65.2AL_pure"	1	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P65.2AS"	76	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P65.2AS_pure"	34	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P65.2BL"	25	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P65.2BL_pure"	3	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P65.2BS"	185	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P65.2BS_pure"	36	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P66.1AS"	10	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P66.1AS_pure"	3	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P66.1BS"	24	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P66.1BS_pure"	17	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P66.2AL"	7	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P66.2AS"	88	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P66.2AS_pure"	48	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P67.1AS"	49	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P67.1AS_pure"	59	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P67.1BS"	210	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P67.1BS_pure"	82	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P67.2AS"	56	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P67.2AS_pure"	37	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P67.2BL"	9	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P67.2BL_pure"	21	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P67.2BS"	18	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P67.2BS_pure"	20	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P68.1AL"	92	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P68.1AL_pure"	12	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P68.1AS"	116	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P68.1AS_pure"	41	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P68.2AL"	33	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P68.2AL_pure"	12	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P68.2AS"	142	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P68.2AS_pure"	44	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P68.2BL"	5	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P68.2BS"	117	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P68.2BS_pure"	43	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P69.1AL"	16	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P69.1AL_pure"	2	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P69.1AS"	30	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P69.1AS_pure"	17	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P69.1BL"	6	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P69.1BL_pure"	5	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P69.1BS"	48	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P69.1BS_pure"	33	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P69.2AL"	15	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P69.2AL_pure"	36	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P69.2AS"	46	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P69.2AS_pure"	38	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P69.2BL"	103	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P69.2BL_pure"	26	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P69.2BS"	90	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P69.2BS_pure"	44	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P7.1AL"	28	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P7.1AS"	147	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P7.1BL"	3	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P7.1BL_pure"	3	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P7.1BS"	93	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P7.1BS_pure"	45	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P7.2AL"	159	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P7.2AL_pure"	36	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P7.2AS"	262	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P7.2AS_pure"	54	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P7.2BL"	11	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P7.2BL_pure"	12	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P7.2BS"	54	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P7.2BS_pure"	46	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P70.1AS_pure"	1	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P70.1BS"	9	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P70.1BS_pure"	4	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P70.2AS"	19	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P70.2AS_pure"	17	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P70.2BS"	58	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P70.2BS_pure"	39	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P72.1AL"	52	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P72.1AS"	169	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P72.1BS"	95	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P72.2AS"	49	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P72.2AS_pure"	46	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P72.2BL"	52	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P72.2BL_pure"	11	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P72.2BS"	235	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P72.2BS_pure"	76	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P73.1AL"	15	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P73.1AS"	45	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P73.1BL"	35	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P73.1BS"	119	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P73.2AL"	57	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P73.2AS"	86	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P73.2BL"	179	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P73.2BS"	245	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P74.1AL"	9	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P74.1AL_pure"	16	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P74.1AS"	56	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P74.1AS_pure"	39	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P74.1BL"	7	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P74.1BL_pure"	1	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P74.1BS"	31	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P74.1BS_pure"	16	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P74.2AL"	83	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P74.2AL_pure"	29	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P74.2AS"	207	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P74.2AS_pure"	45	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P74.2BL"	80	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P74.2BL_pure"	13	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P74.2BS"	129	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P74.2BS_pure"	49	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P76.1AL"	103	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P76.1AL_pure"	8	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P76.1AS"	77	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P76.1AS_pure"	47	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P76.1BL"	3	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P76.1BL_pure"	4	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P76.1BS"	108	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P76.1BS_pure"	48	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P76.2AS"	29	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P76.2AS_pure"	49	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P76.2BS"	18	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P76.2BS_pure"	13	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P77.1BS"	179	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P77.1BS_pure"	65	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P77.2AL"	27	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P77.2AL_pure"	2	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P77.2AS"	47	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P77.2AS_pure"	26	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P77.2BS"	53	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P77.2BS_pure"	38	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P78.1AS"	4	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P78.1AS_pure"	3	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P78.1BS"	3	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P78.1BS_pure"	3	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P78.2AS"	6	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P78.2AS_pure"	4	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P78.2BL"	5	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P78.2BL_pure"	4	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P78.2BS"	6	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P78.2BS_pure"	4	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P79.1AL"	54	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P79.1AL_pure"	3	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P79.1AS"	86	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P79.1AS_pure"	12	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P79.1BL"	403	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P79.1BL_pure"	19	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P79.1BS"	433	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P79.1BS_pure"	32	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P79.2AL"	21	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P79.2AL_pure"	5	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P79.2AS"	182	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P79.2AS_pure"	13	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P79.2BL"	119	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P79.2BL_pure"	28	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P79.2BS"	165	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P79.2BS_pure"	40	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P8.2AL"	8	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P8.2AL_pure"	14	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P8.2AS"	8	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P8.2AS_pure"	6	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P8.2BL"	8	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P8.2BL_pure"	1	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P8.2BS"	12	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P8.2BS_pure"	4	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P80.1AL_pure"	9	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P80.1AS_pure"	107	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P80.1BL"	73	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P80.1BL_pure"	47	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P80.1BS"	573	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P80.1BS_pure"	103	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P80.2AL"	84	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P80.2AL_pure"	25	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P80.2AS"	354	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P80.2AS_pure"	39	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P80.2BL"	32	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P80.2BL_pure"	22	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P80.2BS"	3090	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P80.2BS_pure"	107	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P81.1AS"	26	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P81.1BS"	70	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P81.2AL"	54	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P81.2AL_pure"	13	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P81.2AS"	569	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P81.2AS_pure"	95	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P81.2BL"	42	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P81.2BL_pure"	10	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P81.2BS"	911	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P81.2BS_pure"	112	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P82.1AL"	24	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P82.1AL_pure"	4	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P82.1AS"	58	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P82.1AS_pure"	22	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P82.1BL"	35	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P82.1BL_pure"	17	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P82.1BS"	59	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P82.1BS_pure"	39	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P82.2AL"	44	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P82.2AL_pure"	6	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P82.2AS"	60	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P82.2AS_pure"	37	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P82.2BL"	56	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P82.2BL_pure"	26	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P82.2BS"	42	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P82.2BS_pure"	27	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
